name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
ZX 8000 Shoes,H02119,108,120.0,Yellow,Shoes,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist, of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",4.8,83,"zx 8000s collector searching far wide since release mid 2000s . 's part game , 're giving shortcut win . legendary adidas shoe right , right , ready foot . hunt required . build one iconic colorways model 's history , twist , course . signature torsion bar still , iconic heel tpu counter . would n't part zx thousand series without .",1,0.3059523809523809,Positive
ZX 8000 Shoes,H02111,108,120.0,Beige,Shoes,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist, of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",4.8,83,"zx 8000s collector searching far wide since release mid 2000s . 's part game , 're giving shortcut win . legendary adidas shoe right , right , ready foot . hunt required . build one iconic colorways model 's history , twist , course . signature torsion bar still , iconic heel tpu counter . would n't part zx thousand series without .",1,0.3059523809523809,Positive
Cropped Letter Hoodie,H15775,52,65.0,Black,Clothing,Women/Clothing,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",4.2,5,"play casual style bold adidas graphic . cropped hoodie take look next level collegiate block lettering raglan sleeve . soft french terry keep comfortable day . pair denim skirt platform shoe outfit feel effortlessly cool . buying cotton product u , 're supporting sustainable cotton farming . product made recycled content part ambition end plastic waste .",1,0.11212121212121211,Positive
Cropped Letter Hoodie,H20236,52,65.0,White,Clothing,Women/Clothing,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",4.2,5,"play casual style bold adidas graphic . cropped hoodie take look next level collegiate block lettering raglan sleeve . soft french terry keep comfortable day . pair denim skirt platform shoe outfit feel effortlessly cool . buying cotton product u , 're supporting sustainable cotton farming . product made recycled content part ambition end plastic waste .",1,0.11212121212121211,Positive
Primeblue Designed 2 Move Woven 3-Stripes Sport Shorts,GT0186,20,25.0,Burgundy,Clothing,Women/Clothing,"Classic athletic shorts that are up for every kind of workout. Super breathable, with side slits for easy mobility. Perfect for a HIIT class or your circuit on the weight machines. Or basically whatever you're planning to do to get your sweat on today. AEROREADY absorbs moisture to keep you dry as your day heats up.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",4.7,41,"classic athletic short every kind workout . super breathable , side slit easy mobility . perfect hiit class circuit weight machine . basically whatever 're planning get sweat today . aeroready absorbs moisture keep dry day heat . product made primeblue , high-performance recycled material made part parley ocean plastic .",1,0.41111111111111115,Positive
Trefoil Hoodie (Plus Size),H25298,52,65.0,Pink,Clothing,Women/Clothing,"Rooted firmly in our cultural consciousness, the Trefoil has been connected to some of the most era-defining moments of the last half-century. Record setters. Game changers. Rule breakers. In this adidas Trefoil Hoodie, what will you do? Make some noise? Shake things up? Or simply chill, hard. Because with the soft, snug feel, you'll be comfortable enough to do anything and everything.",4.9,154,"rooted firmly cultural consciousness , trefoil connected era-defining moment last half-century . record setter . game changer . rule breaker . adidas trefoil hoodie , ? make noise ? shake thing ? simply chill , hard . soft , snug feel , 'll comfortable enough anything everything .",1,0.020833333333333336,Positive
Vintage Airliner Luxe Shopper Bag,GN3064,41,58.0,Black,Accessories,Originals/Accessories,"Slouchy sweat pants or business wear? Whatever your travel attire, this adidas airliner bag adds sophistication to your look with a patent leather build and brand pride in three different languages. Carry handles and a shoulder strap offer versatile carry.",4.7,132,"slouchy sweat pant business wear ? whatever travel attire , adidas airliner bag add sophistication look patent leather build brand pride three different language . carry handle shoulder strap offer versatile carry .",1,0.0,Neutral
Adicolor Classics Long Sleeve Tee,H33570,32,40.0,Grey,Clothing,Women/Clothing,"Alongside the rich history of the 3-Stripes comes a love of sport culture. Bring your pride for the brand and what it represents with you into your day. Pull on this classic long sleeve t-shirt for a look rooted in adidas heritage. Soft cotton keeps you comfortable.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",4.8,239,alongside rich history 3-stripes come love sport culture . bring pride brand represents day . pull classic long sleeve t-shirt look rooted adidas heritage . soft cotton keep comfortable . cotton product support sustainable cotton farming . part ambition end plastic waste .,1,0.18452380952380953,Positive
ZX 1K Boost Shoes,H00429,77,110.0,Beige,Shoes,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",5.0,1,"zx line pioneered new approach speed . raised bar comfort style . , 's taking cool weather . made winterized sole suede overlay , adidas shoe keep stride steady foot warm cruise chilly day city . reflective detail ensure style always shine . plus , double comfort eva boost underfoot . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.050336700336700325,Positive
Santiago Lunch Bag,EX6532,20,25.0,Black,Accessories,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,51,"training take work . pack adidas lunch bag keep body refueled recharged . insulated keep lunch cool , 's got roomy main pocket front pocket easy access snack . clip top let attach another bag never leave behind . product made recycled content part ambition end plastic waste .",1,0.14166666666666664,Positive
